shipment_id,supplier_name,country,city,warehouse_id,product,order_quantity,unit_cost,total_cost,lead_time_days,delivery_status,order_date
5153,Nordic  Logistics,Belguim,BRUSSELS,WH-A,steel parts ,372,40.29,14987.88,,CANCELLED,"March 11, 2023"
7362,MedTech SRL ,NETHERLANDS,Amsterdam,WH-A ,Electronics,,,0.0,-25,In Transit,"March 3, 2023"
7925,Nordic  Logistics,Germnay,hamburg,wh-b,Steel Parts,503,,0.0,,Delayed,19/11/2023
5940,Iberia Parts,netherlands,AMSTERDAM,WH_C,Electronics,N/A,84.58,84.58,7,IN TRANSIT,27/09/2022
8516,Iberia Parts,belgium,brussels,WH-A ,PLASTIC COMPONENTS,N/A,39.81,39.81,, delivered,07/08/2022
8426,MedTech SRL ,italy,MILAN,WH-D,electronics ,,,0.0,4, delivered,"March 10, 2023"
5326,GlobalTrade GmbH,Polad,WARSAW,WH-A ,steel parts ,,-14.3,-14.3,,Delivered,2022-03-17
6895,GlobalTrade GmbH,belgium,BRUSSELS,WH-A,Packaging,N/A,,0.0,,Delivered,27/04/2024
4327,MedTech SRL ,BELGIUM,brussels,WH-A ,electronics ,,-58.89,-58.89,,Delayed,"March 11, 2023"
7363, EuroSupply SA,Netherlads,AMSTERDAM,WH_C,steel parts ,,,0.0,,Delayed,"March 25, 2023"
7378,MedTech SRL ,Netherlands,rotterdam,WH-D,PLASTIC COMPONENTS,,,0.0,-10,Delayed,"March 6, 2023"
7601, EuroSupply SA,belgium,brussels,WH_C,PLASTIC COMPONENTS,,2.56,2.56,unknown,CANCELLED,2023-02-16
6104,Nordic  Logistics,Netherlands,amsterdam,WH_C,steel parts ,,-64.57,-64.57,-18, delivered,"March 28, 2023"
6353,Nordic  Logistics,Poland,warsaw,WH-A,electronics ,,,0.0,unknown,CANCELLED,03/01/2024
7543,GlobalTrade GmbH,germany,Munich,WH-A,Steel Parts,,,0.0,,IN TRANSIT,"March 14, 2023"
6909,Nordic  Logistics,germany,Berlin,wh-b,steel parts ,591,,0.0,,CANCELLED,31/03/2022
8386,Nordic  Logistics,Spain,BARCELONA,WH-A,PLASTIC COMPONENTS,542,-81.52,-44183.84,26,Delayed,04/09/2022
6060,Iberia Parts,Germany,BERLIN,WH-A,Electronics,,,0.0,-16,CANCELLED,"March 22, 2023"
6537,GlobalTrade GmbH,Germnay,hamburg,WH-A,Packaging,512,,0.0,,CANCELLED,27/07/2023
4830,MedTech SRL ,Frnace,Paris,WH-D,steel parts ,N/A,-94.55,-94.55,,Delivered,2022-06-20
4040,MedTech SRL ,Belgium,brussels,wh-b,steel parts ,619,,0.0,unknown, delivered,"March 13, 2023"
7400,Iberia Parts,Belgium,antwerp,WH_C,Steel Parts,,122.05,122.05,26,Delayed,06/09/2023
5252,Iberia Parts,Germany,hamburg,WH_C,Packaging,,,0.0,-9,In Transit,"March 21, 2023"
8801,MedTech SRL ,Frnace,PARIS,WH-A ,electronics ,,95.36,95.36,unknown, delivered,"March 27, 2023"
5596,MedTech SRL ,netherlands,Amsterdam,wh-b,Steel Parts,,-2.43,-2.43,unknown,In Transit,2023-05-22
7582, EuroSupply SA,SPAIN,madrid,WH_C,steel parts ,437,,0.0,,Delayed,2024-06-03
4695,MedTech SRL ,Netherlads,Amsterdam,WH-A,electronics ,,-85.4,-85.4,unknown,IN TRANSIT,2023-08-11
6356,GlobalTrade GmbH,Poland,WARSAW,WH-D,PLASTIC COMPONENTS,,,0.0,8, delivered,2023-02-24
4358,Nordic  Logistics,GERMANY,berlin,WH-A,Steel Parts,588,161.45,94932.59999999999,-25,IN TRANSIT,12/02/2022
6622,Nordic  Logistics,GERMANY,berlin,WH-A,Packaging,567,-25.82,-14639.94,unknown,Delayed,"March 15, 2023"
8389, EuroSupply SA,FRANCE,lyon,wh-b,PLASTIC COMPONENTS,,,0.0,6,Delivered,07/09/2022
5511,GlobalTrade GmbH,Germnay,berlin,WH-A,Electronics,N/A,-53.48,-53.48,56,CANCELLED,"March 13, 2023"
6486,MedTech SRL ,france,lyon,wh-b,Steel Parts,,-5.06,-5.06,23,CANCELLED,06/09/2023
7240,MedTech SRL ,NETHERLANDS,rotterdam,WH_C,steel parts ,,25.7,25.7,-15,In Transit,2023-04-22
5260, EuroSupply SA,NETHERLANDS,Amsterdam,WH_C,Packaging,,,0.0,unknown,Delivered,25/02/2024
5915,Iberia Parts,spain,madrid,WH-A,Electronics,658,-89.84,-59114.72,,IN TRANSIT,2022-12-29
6558,MedTech SRL ,POLAND,WARSAW,wh-b,PLASTIC COMPONENTS,,,0.0,60,IN TRANSIT,"March 10, 2023"
4041,MedTech SRL ,GERMANY,Berlin,WH-A,PLASTIC COMPONENTS,421,-43.34,-18246.140000000003,,CANCELLED,06/08/2023
6773,GlobalTrade GmbH,BELGIUM,brussels,WH_C,Packaging,77,,0.0,16, delivered,"March 7, 2023"
8506,Iberia Parts,Germnay,Munich,WH-D,Steel Parts,,,0.0,-20, delivered,2022-09-14
6426,Nordic  Logistics,ITALY,Rome,WH-A ,steel parts ,,,0.0,36, delivered,"March 26, 2023"
8643,Nordic  Logistics,Italy,turin,wh-b,Electronics,N/A,-36.25,-36.25,unknown,CANCELLED,2024-03-17
5712, EuroSupply SA,Spian,valencia,wh-b,Electronics,N/A,,0.0,unknown,Delivered,"March 7, 2023"
5479,Iberia Parts,Spian,BARCELONA,WH-A ,steel parts ,152,,0.0,-3,CANCELLED,"March 20, 2023"
5838,MedTech SRL ,Netherlads,Amsterdam,WH-A,Steel Parts,N/A,86.46,86.46,-6, delivered,2022-12-21
6388, EuroSupply SA,Italy,Rome,WH_C,electronics ,,-13.38,-13.38,-9,CANCELLED,"March 26, 2023"
4296,MedTech SRL ,SPAIN,valencia,wh-b,Packaging,,,0.0,-7,Delivered,2024-03-15
5844, EuroSupply SA,Spain,Barcelona,wh-b,Electronics,582,,0.0,, delivered,2022-10-15
5190,Nordic  Logistics,Polad,WARSAW,WH-D,steel parts ,233,17.3,4030.9,unknown,IN TRANSIT,"March 1, 2023"
6505,MedTech SRL ,BELGIUM,Brussels,WH_C,Electronics,409,116.29,47562.61,-16, delivered,"March 19, 2023"
6135, EuroSupply SA,NETHERLANDS,Amsterdam,wh-b,electronics ,N/A,,0.0,unknown,CANCELLED,2024-04-06
4540,GlobalTrade GmbH,Spain,madrid,WH-D,Packaging,,4.57,4.57,unknown,In Transit,"March 19, 2023"
5308,Iberia Parts,Germnay,Munich,WH_C,Steel Parts,,,0.0,9,Delivered,2023-06-29
8560,Nordic  Logistics,Netherlads,Amsterdam,WH_C,Packaging,N/A,,0.0,unknown,Delivered,"March 7, 2023"
7430, EuroSupply SA,Italy,Milan,wh-b,Electronics,632,-10.01,-6326.32,,CANCELLED,"March 26, 2023"
5686,GlobalTrade GmbH,Germnay,Munich,wh-b,Electronics,,-17.9,-17.9,unknown,CANCELLED,25/07/2023
6864, EuroSupply SA,Germany,MUNICH,wh-b,steel parts ,,5.77,5.77,-25,In Transit,2022-12-04
7834,Nordic  Logistics,Netherlads,amsterdam,WH_C,PLASTIC COMPONENTS,,,0.0,-20,Delayed,"March 1, 2023"
8322,GlobalTrade GmbH,Germnay,MUNICH,wh-b,Steel Parts,,,0.0,unknown,IN TRANSIT,14/07/2023
4229,Iberia Parts,germany,MUNICH,WH-A ,PLASTIC COMPONENTS,,,0.0,unknown,Delayed,2022-08-18
7678,MedTech SRL ,Netherlads,Amsterdam,WH_C,electronics ,481,,0.0,,Delayed,"March 28, 2023"
8488, EuroSupply SA,SPAIN,BARCELONA,wh-b,Packaging,,192.92,192.92,-3, delivered,2023-05-09
8812,Iberia Parts,SPAIN,Madrid,WH-A ,electronics ,N/A,-5.85,-5.85,-18, delivered,"March 18, 2023"
5282,MedTech SRL ,poland,Warsaw,WH-A,Packaging,,190.36,190.36,unknown,Delivered,2022-09-26
5714,Nordic  Logistics,NETHERLANDS,rotterdam,WH-A ,PLASTIC COMPONENTS,N/A,111.52,111.52,unknown,Delayed,2022-05-08
7752,Iberia Parts,Germany,Berlin,WH-A,Packaging,,23.52,23.52,unknown,Delayed,2023-04-16
6913,MedTech SRL ,italy,Rome,WH_C,electronics ,,-73.35,-73.35,unknown,IN TRANSIT,"March 24, 2023"
6028,MedTech SRL ,Netherlands,Amsterdam,WH-D,steel parts ,590,,0.0,42,Delivered,2022-10-28
5401, EuroSupply SA,GERMANY,MUNICH,WH_C,Packaging,384,81.99,31484.159999999996,,IN TRANSIT,"March 2, 2023"
7547, EuroSupply SA,Polad,krakow,WH_C,electronics ,577,-64.7,-37331.9,unknown,CANCELLED,2023-10-12
6917, EuroSupply SA,Poland,WARSAW,wh-b,steel parts ,,121.59,121.59,-4,IN TRANSIT,"March 11, 2023"
5151,GlobalTrade GmbH,SPAIN,valencia,wh-b,Electronics,,-44.0,-44.0,unknown,In Transit,"March 5, 2023"
5845,Iberia Parts,belgium,brussels,WH_C,Electronics,675,85.97,58029.75,unknown,In Transit,2022-08-05
8088,Iberia Parts,Italy,Milan,wh-b,Electronics,N/A,,0.0,40,CANCELLED,24/02/2024
5476,MedTech SRL ,spain,madrid,wh-b,Electronics,,,0.0,,Delayed,"March 26, 2023"
4721, EuroSupply SA,POLAND,krakow,WH-A ,Steel Parts,,,0.0,-6,IN TRANSIT,14/08/2023
7434,Nordic  Logistics,poland,krakow,WH-D,steel parts ,42,-88.84,-3731.28,-24,IN TRANSIT,"March 20, 2023"
4535,Iberia Parts,Belguim,antwerp,WH-A,Packaging,N/A,,0.0,,CANCELLED,"March 24, 2023"
6874,GlobalTrade GmbH,italy,ROME,WH-A,electronics ,,-20.74,-20.74,unknown,Delayed,2023-06-27
8313,GlobalTrade GmbH,Poland,Warsaw,WH_C,steel parts ,161,-11.39,-1833.7900000000002,unknown,CANCELLED,2024-02-26
5378,Iberia Parts,poland,WARSAW,WH-A ,Steel Parts,,,0.0,,IN TRANSIT,2022-04-10
5586,Nordic  Logistics,Itlay,ROME,WH-D,Steel Parts,,-65.32,-65.32,17, delivered,29/03/2023
7139, EuroSupply SA,Belguim,BRUSSELS,WH-A ,Electronics,567,,0.0,-2,Delayed,24/05/2024
5703,GlobalTrade GmbH,poland,Warsaw,wh-b,Packaging,N/A,96.37,96.37,,Delayed,"March 3, 2023"
4073,Iberia Parts,ITALY,ROME,WH-A,PLASTIC COMPONENTS,362,,0.0,,In Transit,28/03/2022
6758, EuroSupply SA,BELGIUM,Brussels,WH-A,electronics ,,-67.72,-67.72,-19,IN TRANSIT,2022-06-22
8433, EuroSupply SA,Netherlands,rotterdam,WH_C,electronics ,443,168.13,74481.59,unknown,In Transit,12/11/2022
5173,GlobalTrade GmbH,spain,MADRID,WH_C,PLASTIC COMPONENTS,98,80.43,7882.14,-18,IN TRANSIT,"March 2, 2023"
5563,MedTech SRL ,ITALY,turin,WH-A ,PLASTIC COMPONENTS,289,,0.0,unknown, delivered,2023-06-04
8108,GlobalTrade GmbH,BELGIUM,antwerp,WH_C,PLASTIC COMPONENTS,,,0.0,, delivered,09/06/2023
5966,Nordic  Logistics,Belguim,Brussels,WH-A,electronics ,,,0.0,-13,In Transit,14/04/2022
8291,Nordic  Logistics,Germnay,berlin,WH_C,Steel Parts,285,,0.0,26,Delayed,"March 7, 2023"
5595,GlobalTrade GmbH,GERMANY,Munich,WH-A,PLASTIC COMPONENTS,,-71.84,-71.84,unknown,Delayed,04/01/2024
7408,Iberia Parts,Polad,WARSAW,WH-A,steel parts ,385,10.22,3934.7000000000003,26,Delayed,10/04/2023
5977,MedTech SRL ,Itlay,Rome,WH-A ,electronics ,50,96.9,4845.0,unknown,IN TRANSIT,2023-10-02
4500,Iberia Parts,Italy,MILAN,WH-A,electronics ,,,0.0,24, delivered,2023-08-06
6920,Iberia Parts,BELGIUM,BRUSSELS,WH-D,electronics ,N/A,51.96,51.96,unknown,CANCELLED,18/03/2022
5956,MedTech SRL ,France,paris,WH-A,steel parts ,N/A,,0.0,4, delivered,"March 1, 2023"
8085,MedTech SRL ,france,lyon,wh-b,Electronics,123,,0.0,unknown,IN TRANSIT,13/04/2023
7558,MedTech SRL ,Germnay,berlin,WH_C,electronics ,,104.21,104.21,unknown,IN TRANSIT,"March 16, 2023"
6747,MedTech SRL ,France,Lyon,WH-A ,Packaging,,,0.0,58,In Transit,"March 20, 2023"
4641,GlobalTrade GmbH,Spain,madrid,wh-b,electronics ,,149.67,149.67,unknown,Delayed,14/05/2022
4470,Nordic  Logistics,italy,Rome,wh-b,PLASTIC COMPONENTS,N/A,,0.0,, delivered,2023-01-08
7996,Iberia Parts,Netherlads,amsterdam,WH_C,PLASTIC COMPONENTS,225,-10.06,-2263.5,-25,Delivered,"March 2, 2023"
8909, EuroSupply SA,Italy,turin,wh-b,Electronics,477,,0.0,-13,Delayed,"March 10, 2023"
8613,GlobalTrade GmbH,germany,MUNICH,WH_C,electronics ,346,,0.0,25,CANCELLED,"March 28, 2023"
6836,Nordic  Logistics,FRANCE,PARIS,wh-b,steel parts ,N/A,,0.0,,Delivered,30/05/2022
5434, EuroSupply SA,France,PARIS,WH_C,electronics ,324,,0.0,unknown,Delivered,"March 7, 2023"
5284,Iberia Parts,Germnay,BERLIN,WH-D,Packaging,,159.38,159.38,-23,In Transit,"March 6, 2023"
5193,Nordic  Logistics,France,lyon,WH-A,steel parts ,N/A,188.85,188.85,21, delivered,30/11/2023
8815,Nordic  Logistics,POLAND,krakow,WH_C,electronics ,278,79.07,21981.46,-20,CANCELLED,"March 14, 2023"
4160,Nordic  Logistics,Itlay,Rome,WH-A,Electronics,N/A,173.45,173.45,-6,In Transit,"March 4, 2023"
4379,Iberia Parts,ITALY,Rome,WH-D,steel parts ,N/A,,0.0,,IN TRANSIT,2023-08-30
7097, EuroSupply SA,France,paris,WH_C,PLASTIC COMPONENTS,,54.65,54.65,41,In Transit,2023-06-25
5967,Nordic  Logistics,France,Paris,WH-A ,Steel Parts,N/A,-3.66,-3.66,21, delivered,2022-03-22
7832,Iberia Parts,Poland,WARSAW,WH-A,PLASTIC COMPONENTS,,,0.0,-7,IN TRANSIT,2023-09-19
8769,GlobalTrade GmbH,FRANCE,MARSEILLE,wh-b,Steel Parts,,-93.71,-93.71,,IN TRANSIT,05/06/2024
4728,MedTech SRL ,Belguim,antwerp,WH_C,Packaging,,-63.49,-63.49,14,Delayed,25/02/2023
6262, EuroSupply SA,FRANCE,lyon,WH_C,Electronics,451,,0.0,unknown,Delayed,"March 16, 2023"
7139,Iberia Parts,Spain,MADRID,WH_C,Packaging,221,-33.44,-7390.24,, delivered,"March 26, 2023"
8518,Nordic  Logistics,spain,Madrid,WH_C,Packaging,468,36.1,16894.8,,In Transit,"March 27, 2023"
6376,MedTech SRL ,germany,BERLIN,WH-D,Steel Parts,414,-67.45,-27924.300000000003,unknown,IN TRANSIT,2023-10-09
6138,GlobalTrade GmbH,Germany,Munich,WH-D,Packaging,,,0.0,unknown,In Transit,15/04/2024
6845,Nordic  Logistics,Belgium,BRUSSELS,WH_C,Electronics,,,0.0,29,Delivered,21/04/2023
8355,GlobalTrade GmbH,poland,warsaw,wh-b,Packaging,247,,0.0,-24,Delivered,"March 6, 2023"
8298, EuroSupply SA,GERMANY,MUNICH,WH-A,Electronics,374,,0.0,11,CANCELLED,28/05/2022
6481,MedTech SRL ,germany,Munich,WH-A,steel parts ,403,-45.83,-18469.489999999998,-8,In Transit,06/06/2024
4718, EuroSupply SA,Spain,valencia,WH-D,Packaging,466,117.36,54689.76,-8,IN TRANSIT,2023-10-26
8292,Nordic  Logistics,Spian,Madrid,WH-A ,Packaging,363,,0.0,unknown,Delivered,2024-05-30
7924,Nordic  Logistics,Belgium,Brussels,WH-A ,PLASTIC COMPONENTS,,,0.0,,In Transit,2024-02-12
6335,GlobalTrade GmbH,Germany,BERLIN,WH-A ,electronics ,N/A,49.78,49.78,10,IN TRANSIT,2023-04-11
8444,MedTech SRL ,Netherlads,amsterdam,WH-A,Steel Parts,N/A,98.61,98.61,unknown,Delayed,26/07/2023
4111,MedTech SRL ,BELGIUM,brussels,wh-b,Steel Parts,,,0.0,unknown,IN TRANSIT,26/02/2022
4067,Iberia Parts,Itlay,Milan,WH-A,steel parts ,,,0.0,,Delayed,28/07/2023
6785,GlobalTrade GmbH,Itlay,Rome,wh-b,Electronics,16,-64.74,-1035.84,-7,CANCELLED,"March 21, 2023"
4196,GlobalTrade GmbH,SPAIN,madrid,WH-A,Packaging,N/A,,0.0,,IN TRANSIT,2022-07-03
6048, EuroSupply SA,ITALY,milan,WH-A ,Packaging,,,0.0,,Delayed,2023-12-20
6129, EuroSupply SA,spain,madrid,WH_C,electronics ,,,0.0,unknown,In Transit,05/11/2022
5096,Iberia Parts,BELGIUM,antwerp,WH-D,electronics ,,,0.0,34,CANCELLED,2022-02-13
7350,Nordic  Logistics,Italy,milan,wh-b,electronics ,N/A,,0.0,-7,CANCELLED,2024-04-14
4089,MedTech SRL ,POLAND,Warsaw,wh-b,steel parts ,N/A,135.15,135.15,-9,In Transit,"March 15, 2023"
6722,MedTech SRL ,POLAND,WARSAW,WH-D,Packaging,,,0.0,10, delivered,2023-08-12
7213,Iberia Parts,POLAND,WARSAW,WH-A ,Electronics,451,,0.0,unknown,IN TRANSIT,05/02/2022
4381, EuroSupply SA,germany,Berlin,WH-D,Electronics,580,,0.0,53,Delayed,"March 23, 2023"
7704, EuroSupply SA,Itlay,Rome,wh-b,Electronics,N/A,,0.0,unknown,CANCELLED,15/10/2022
5863,MedTech SRL ,spain,MADRID,WH-A,Electronics,,,0.0,-15, delivered,05/11/2023
8764,MedTech SRL ,Poland,krakow,WH-A,Steel Parts,461,-40.7,-18762.7,42,Delayed,16/01/2022
8258,Iberia Parts,spain,Barcelona,WH-D,electronics ,8,,0.0,unknown,Delayed,"March 8, 2023"
5094,Nordic  Logistics,SPAIN,madrid,wh-b,PLASTIC COMPONENTS,,91.63,91.63,-13,Delivered,"March 8, 2023"
4815,Iberia Parts,Netherlads,rotterdam,wh-b,Electronics,44,,0.0,,In Transit,2023-10-16
6561,GlobalTrade GmbH,france,Paris,WH_C,Packaging,56,-95.82,-5365.92,unknown,IN TRANSIT,2022-04-29
8574,MedTech SRL ,poland,Warsaw,WH-A,electronics ,N/A,-71.66,-71.66,6,IN TRANSIT,"March 15, 2023"
6313,Nordic  Logistics,Frnace,lyon,WH-D,steel parts ,,,0.0,-11,In Transit,04/06/2024
5928, EuroSupply SA,POLAND,WARSAW,WH-A,Electronics,473,15.63,7392.990000000001,unknown,IN TRANSIT,2022-02-06
5978,GlobalTrade GmbH,italy,turin,wh-b,PLASTIC COMPONENTS,,190.05,190.05,unknown,Delayed,2024-05-06
8946,GlobalTrade GmbH,Netherlands,rotterdam,wh-b,electronics ,N/A,21.07,21.07,unknown,IN TRANSIT,09/08/2022
7460, EuroSupply SA,poland,warsaw,wh-b,steel parts ,N/A,93.17,93.17,, delivered,07/10/2023
6966,Nordic  Logistics,Germnay,MUNICH,WH-D,steel parts ,,,0.0,-6,In Transit,"March 22, 2023"
5690,MedTech SRL ,Italy,Milan,wh-b,Steel Parts,674,-2.13,-1435.62,,Delivered,28/03/2023
4297,MedTech SRL ,Netherlands,AMSTERDAM,WH-A,Electronics,,-36.4,-36.4,-1,IN TRANSIT,30/10/2023
5517,GlobalTrade GmbH,Netherlands,rotterdam,WH-A ,Steel Parts,,,0.0,47,Delivered,2023-03-17
4998,Iberia Parts,GERMANY,BERLIN,WH-A,electronics ,,,0.0,,In Transit,2022-03-11
7751,Iberia Parts,Polad,Warsaw,WH-A,steel parts ,N/A,,0.0,-8,CANCELLED,2022-12-13
8518,MedTech SRL ,Germnay,berlin,WH_C,steel parts ,361,,0.0,-4, delivered,2022-01-06
8137, EuroSupply SA,italy,ROME,WH-A,Steel Parts,,,0.0,-15,In Transit,01/03/2022
7633,GlobalTrade GmbH,Netherlands,Amsterdam,WH-D,Electronics,150,,0.0,unknown,Delayed,"March 26, 2023"
5534,GlobalTrade GmbH,poland,krakow,WH-A ,PLASTIC COMPONENTS,,,0.0,-25,Delayed,2022-12-12
8540,Iberia Parts,Frnace,MARSEILLE,WH-A,steel parts ,211,23.12,4878.320000000001,31,Delivered,01/10/2023
8645,MedTech SRL ,Poland,Warsaw,wh-b,Electronics,,,0.0,,Delayed,11/04/2023
7654,GlobalTrade GmbH,Poland,krakow,WH-A,Steel Parts,129,,0.0,-21,CANCELLED,18/05/2024
4704, EuroSupply SA,Belgium,Brussels,WH-D,Packaging,33,-95.78,-3160.7400000000002,unknown,CANCELLED,2023-12-12
5720,GlobalTrade GmbH,FRANCE,PARIS,WH-A,Steel Parts,,-82.7,-82.7,52, delivered,2022-12-02
4089, EuroSupply SA,Italy,milan,WH_C,Electronics,433,,0.0,unknown,Delivered,2023-03-22
7573,MedTech SRL ,POLAND,krakow,wh-b,PLASTIC COMPONENTS,313,,0.0,unknown,Delivered,2023-07-20
8848, EuroSupply SA,belgium,BRUSSELS,WH-D,PLASTIC COMPONENTS,4,,0.0,-4, delivered,"March 19, 2023"
7560,Iberia Parts,italy,Rome,WH-A,electronics ,,,0.0,30,Delivered,2024-06-05
4858,Nordic  Logistics,Netherlads,Amsterdam,wh-b,PLASTIC COMPONENTS,,-66.16,-66.16,,IN TRANSIT,"March 21, 2023"
8590,MedTech SRL ,netherlands,rotterdam,WH-A,Steel Parts,,,0.0,-7,CANCELLED,"March 24, 2023"
6455,Nordic  Logistics,germany,MUNICH,WH-A,Electronics,,-15.27,-15.27,unknown,In Transit,2023-09-19
6787, EuroSupply SA,BELGIUM,brussels,WH-A ,steel parts ,,,0.0,-9, delivered,2022-01-19
5547,Iberia Parts,GERMANY,hamburg,WH_C,Packaging,N/A,72.78,72.78,-5,In Transit,"March 22, 2023"
7398,GlobalTrade GmbH,Germany,hamburg,WH-A,electronics ,,114.05,114.05,-4, delivered,"March 21, 2023"
5461,Iberia Parts,Italy,ROME,wh-b,Packaging,N/A,,0.0,-18,Delayed,16/01/2022
6999,MedTech SRL ,Frnace,Paris,WH-A ,Electronics,,,0.0,30, delivered,25/10/2023
8434,Iberia Parts,NETHERLANDS,Amsterdam,WH-A ,Electronics,,,0.0,,Delayed,13/03/2023
4437,Nordic  Logistics,FRANCE,paris,WH_C,Electronics,N/A,-84.2,-84.2,-4,Delayed,09/03/2024
5024, EuroSupply SA,Spain,Madrid,WH-A,PLASTIC COMPONENTS,N/A,,0.0,-7,Delayed,2023-11-14
4015, EuroSupply SA,Belgium,BRUSSELS,WH-A,Packaging,N/A,-36.98,-36.98,unknown, delivered,2023-10-14
7976, EuroSupply SA,France,lyon,WH_C,steel parts ,,-26.89,-26.89,, delivered,12/05/2023
7751,MedTech SRL ,ITALY,Rome,WH-A ,PLASTIC COMPONENTS,N/A,,0.0,,Delivered,29/05/2023
6558,Iberia Parts,POLAND,WARSAW,wh-b,Steel Parts,N/A,-55.44,-55.44,-2,Delayed,2022-11-09
8933,MedTech SRL ,NETHERLANDS,rotterdam,WH_C,electronics ,N/A,,0.0,unknown,CANCELLED,2022-06-06
7253, EuroSupply SA,spain,Barcelona,WH-D,Electronics,619,,0.0,,In Transit,01/11/2022
8555,GlobalTrade GmbH,netherlands,AMSTERDAM,WH-D,steel parts ,,,0.0,,IN TRANSIT,"March 20, 2023"
6917,GlobalTrade GmbH,Spain,valencia,wh-b,electronics ,,,0.0,47, delivered,2022-04-12
5476,MedTech SRL ,Netherlads,AMSTERDAM,WH-A ,Steel Parts,N/A,,0.0,-9, delivered,"March 18, 2023"
5587,Nordic  Logistics,Poland,Warsaw,WH-D,steel parts ,,158.29,158.29,unknown,IN TRANSIT,2022-10-01
8220, EuroSupply SA,France,Lyon,wh-b,Packaging,N/A,46.37,46.37,unknown,Delivered,"March 4, 2023"
7786,Nordic  Logistics,Netherlands,amsterdam,WH_C,steel parts ,,,0.0,-20,IN TRANSIT,2022-05-21
7703,GlobalTrade GmbH,Polad,krakow,wh-b,Electronics,,7.05,7.05,-20,In Transit,2022-02-18
6898,Iberia Parts,Spain,Madrid,WH_C,steel parts ,,,0.0,19,CANCELLED,"March 5, 2023"
7149,Nordic  Logistics,Germnay,BERLIN,WH_C,Electronics,,-93.37,-93.37,-6,IN TRANSIT,"March 15, 2023"
5044,MedTech SRL ,Netherlads,Amsterdam,WH-A,Steel Parts,192,-91.09,-17489.28,31,IN TRANSIT,16/12/2023
4154,MedTech SRL ,Belguim,BRUSSELS,WH-D,Electronics,481,,0.0,-16, delivered,"March 12, 2023"
4068, EuroSupply SA,GERMANY,MUNICH,WH-A ,Electronics,N/A,,0.0,58,IN TRANSIT,10/01/2023
8039,Iberia Parts,Polad,krakow,WH-D,Electronics,498,,0.0,, delivered,"March 17, 2023"
8797,Nordic  Logistics,Netherlands,AMSTERDAM,WH-A ,PLASTIC COMPONENTS,,,0.0,unknown, delivered,26/11/2023
4447,Nordic  Logistics,netherlands,AMSTERDAM,WH_C,Electronics,N/A,-41.48,-41.48,-4, delivered,2023-08-18
4895,MedTech SRL ,POLAND,krakow,WH-D,Steel Parts,,,0.0,9, delivered,2022-03-28
7867, EuroSupply SA,POLAND,krakow,WH-A,steel parts ,582,188.69,109817.58,-3,In Transit,2022-11-15
4519,MedTech SRL ,Frnace,paris,wh-b,Packaging,,,0.0,,In Transit,2023-01-21
7160,Iberia Parts,Netherlands,amsterdam,WH-A,steel parts ,,,0.0,-11,In Transit,"March 25, 2023"
7392,Iberia Parts,netherlands,AMSTERDAM,WH-A,electronics ,,,0.0,12,Delivered,"March 23, 2023"
4536,MedTech SRL ,france,Paris,WH-D,steel parts ,,,0.0,,IN TRANSIT,2024-02-25
5209, EuroSupply SA,poland,WARSAW,WH-D,PLASTIC COMPONENTS,228,148.91,33951.479999999996,-24,CANCELLED,"March 3, 2023"
6907,GlobalTrade GmbH,netherlands,Amsterdam,WH-A,PLASTIC COMPONENTS,,,0.0,unknown,CANCELLED,2023-11-26
7894,Nordic  Logistics,GERMANY,Munich,WH-A,electronics ,,,0.0,10,In Transit,"March 19, 2023"
4818,Nordic  Logistics,france,lyon,WH_C,Packaging,402,,0.0,unknown,CANCELLED,2023-05-07
7836, EuroSupply SA,italy,turin,WH-A,steel parts ,,,0.0,12,Delivered,"March 21, 2023"
6844, EuroSupply SA,Frnace,Paris,WH-A,Electronics,N/A,-73.58,-73.58,-21, delivered,"March 12, 2023"
8164,MedTech SRL ,GERMANY,Munich,WH-A,Steel Parts,75,-13.17,-987.75,,In Transit,2023-02-03
4370,MedTech SRL ,NETHERLANDS,Amsterdam,WH-A ,Packaging,5,29.77,148.85,unknown,In Transit,"March 20, 2023"
5170, EuroSupply SA,poland,WARSAW,WH_C,PLASTIC COMPONENTS,,,0.0,, delivered,"March 22, 2023"
8713,GlobalTrade GmbH,Spain,BARCELONA,WH-A ,Packaging,,,0.0,14,IN TRANSIT,2022-08-25
5835,Nordic  Logistics,Poland,Warsaw,WH_C,Steel Parts,N/A,2.4,2.4,46,Delayed,17/02/2024
4285,Nordic  Logistics,poland,Warsaw,WH-A ,Packaging,165,-34.31,-5661.150000000001,20,Delayed,"March 15, 2023"
8387,Nordic  Logistics,France,PARIS,WH-A,electronics ,N/A,,0.0,,Delivered,22/06/2022
6566,GlobalTrade GmbH,Spain,MADRID,WH-A,Steel Parts,,,0.0,2,Delayed,2023-11-02
4257,Nordic  Logistics,Netherlands,AMSTERDAM,WH_C,PLASTIC COMPONENTS,,,0.0,unknown,In Transit,2023-04-26
6584, EuroSupply SA,Netherlands,rotterdam,WH-A,PLASTIC COMPONENTS,N/A,,0.0,14,In Transit,"March 9, 2023"
7398,MedTech SRL ,Spian,madrid,WH-A ,Electronics,N/A,171.93,171.93,,Delayed,29/05/2024
